battery_voltage,battery_current,battery_charge,temperature,solar_power,communication_signal,packet_loss,pitch,yaw,roll,payload_temp
29.77,4.35,90.2,26.33,686.18,-77.73,0.039,-1.02,-1.1,-0.18,27.82
30.04,4.09,89.2,26.11,674.2,-77.83,0.04,0.84,0.12,-0.21,28.88
29.98,4.23,86.5,26.55,678.69,-79.65,0.138,-0.84,0.15,-0.15,28.05
29.86,4.82,87.5,26.55,680.39,-76.64,0.045,-0.56,-0.17,-0.19,28.11
29.68,5.06,88.9,26.28,656.59,-76.64,0.012,-0.21,0.69,-0.64,27.97
29.88,4.57,87.4,25.99,663.9,-80.42,0.032,-0.4,-0.5,-0.58,27.48
29.5,4.34,88.5,26.43,660.34,-78.77,0.02,-0.18,0.23,-0.37,26.8
29.91,4.52,89.0,26.04,645.8,-76.22,0.018,0.03,0.06,-0.58,27.44
29.54,4.37,86.9,25.47,642.08,-78.15,0.019,-0.07,0.93,0.32,27.78
29.56,4.46,86.4,25.35,645.24,-78.91,0.069,-0.72,-0.96,-1.28,26.66
29.5,4.48,85.8,25.23,626.58,-80.21,0.012,-0.3,0.95,1.28,26.43
29.39,4.72,87.0,25.23,636.41,-76.77,0.032,-0.29,0.74,-0.36,26.83
29.72,4.83,85.6,25.22,618.97,-79.83,0.108,-0.75,0.23,0.29,26.71
29.55,4.81,85.5,25.2,633.58,-77.87,0.012,-0.9,0.03,0.35,26.63
29.57,4.84,84.7,24.62,641.39,-76.14,0.036,-0.35,-0.32,-0.9,25.96
29.24,5.2,85.0,24.29,604.5,-78.96,0.004,-0.23,-0.19,0.33,25.79
29.38,4.96,84.6,24.75,613.57,-77.14,0.059,1.62,-0.37,0.91,24.64
29.39,5.04,83.3,24.75,596.13,-78.7,0.054,0.49,-0.73,1.2,25.54
29.33,5.1,84.0,24.91,609.02,-78.01,0.007,0.52,0.42,-0.6,25.13
29.13,5.68,85.1,24.3,581.23,-80.03,0.003,-0.23,0.58,0.17,24.31
29.36,5.14,85.3,23.75,594.01,-81.11,0.004,1.22,0.91,0.4,25.79
29.22,5.53,83.9,24.07,575.85,-80.61,0.068,0.24,-0.07,-0.18,24.97
29.06,5.2,83.8,23.66,577.96,-80.59,0.02,0.29,0.51,-0.26,24.0
28.93,5.6,83.8,23.09,565.23,-79.78,0.041,0.25,-1.07,0.27,24.7
29.19,5.73,85.0,23.39,579.35,-79.25,0.02,0.55,-0.07,0.2,25.13
29.39,5.96,82.4,23.36,558.43,-82.78,0.062,0.16,-0.14,0.63,24.71
28.95,5.59,82.0,23.62,568.06,-80.35,0.019,0.15,0.18,-1.51,24.46
29.06,5.45,82.7,22.99,554.94,-80.26,0.061,0.59,-0.55,-0.18,23.42
29.15,5.62,82.9,22.54,553.16,-80.79,0.009,-0.04,-0.27,-0.56,23.54
28.84,6.22,82.4,22.02,551.8,-82.57,0.002,-1.31,-0.46,0.24,23.26
28.91,6.63,81.1,22.11,538.82,-80.52,0.01,0.17,0.54,0.07,23.46
28.85,6.33,82.8,22.06,544.76,-80.72,0.029,-1.24,-0.06,0.35,23.62
29.05,5.78,81.8,22.84,554.29,-80.18,0.06,-0.21,0.02,-0.31,23.33
29.07,6.47,82.2,22.05,527.64,-81.89,0.01,0.21,-0.48,-0.12,22.65
28.91,6.02,82.8,21.95,543.69,-81.24,0.002,0.2,0.53,0.1,22.8
28.77,6.28,80.3,22.24,543.62,-80.99,0.017,-0.36,0.29,0.13,23.15
28.8,6.51,79.9,21.93,517.26,-81.9,0.08,-1.03,0.02,-0.57,22.8
28.76,6.64,81.6,21.5,507.78,-84.11,0.017,-0.7,-0.52,-0.11,22.62
28.7,6.62,79.4,21.87,522.38,-85.65,0.012,-1.34,0.08,-0.55,21.98
28.79,6.5,80.6,21.11,511.05,-83.6,0.035,-0.85,0.36,0.14,22.27
28.86,7.07,80.3,21.33,532.5,-85.08,0.016,-0.51,0.8,0.38,21.62
28.83,6.67,81.0,20.67,511.59,-82.28,0.036,-0.1,0.48,-0.18,21.63
28.76,7.27,80.1,21.09,500.79,-84.32,0.004,0.33,-0.28,0.5,21.25
28.76,6.56,80.9,21.24,495.05,-83.91,0.018,-0.25,-1.17,0.42,22.42
28.73,7.1,79.6,21.08,515.26,-80.4,0.003,0.17,0.36,0.38,22.32
28.58,6.73,79.4,20.99,496.64,-83.78,0.036,-0.1,-0.74,-0.52,21.11
28.74,6.92,80.3,21.58,500.93,-81.54,0.043,1.24,-0.07,0.07,21.09
28.65,7.08,80.3,20.38,508.33,-83.39,0.005,-0.85,0.15,0.52,21.18
28.55,7.75,80.4,20.07,492.37,-85.73,0.002,1.25,-0.16,0.04,21.7
28.75,7.75,81.3,20.45,495.33,-83.77,0.016,-0.48,0.19,0.74,21.36
28.63,7.68,81.1,19.9,494.36,-87.31,0.054,0.36,-1.05,0.19,21.59
28.73,7.49,80.4,19.73,500.25,-83.62,0.008,-0.44,-0.0,-0.29,21.63
28.8,7.59,80.7,19.96,498.37,-85.48,0.026,-0.39,0.91,-0.53,21.07
28.59,7.97,80.2,20.67,489.46,-84.23,0.006,0.07,-0.22,1.02,20.92
28.71,7.86,80.9,20.15,491.65,-85.3,0.032,-0.65,0.5,-0.95,21.28
28.49,7.7,80.3,19.97,486.81,-82.66,0.006,-0.08,-0.24,-0.73,21.11
28.89,8.19,79.6,19.19,475.42,-84.49,0.013,0.13,-0.31,0.51,21.05
28.55,8.04,79.4,19.5,492.6,-85.14,0.039,-1.33,-0.39,0.25,20.75
28.65,7.91,81.0,20.17,508.94,-85.52,0.031,-0.74,-0.88,-0.33,20.93
28.88,7.74,79.9,19.53,481.32,-84.57,0.017,-0.49,0.2,0.94,20.35
28.7,7.75,81.7,20.35,482.73,-85.56,0.013,1.3,-0.11,-0.1,20.2
28.59,7.85,79.3,19.7,482.21,-88.57,0.066,-0.53,-0.65,-0.14,20.26
28.83,8.13,81.2,19.45,498.78,-86.02,0.005,0.13,-0.41,0.17,21.28
28.84,8.27,79.9,19.37,496.79,-85.3,0.019,0.62,-1.06,0.3,19.93
28.69,7.62,80.7,19.43,491.65,-86.54,0.021,-0.33,0.2,0.29,20.7
28.72,7.5,79.4,18.92,485.14,-85.13,0.012,-0.43,-0.27,-0.02,21.1
28.74,7.82,79.1,19.76,496.48,-85.43,0.06,0.15,-0.18,0.29,20.46
28.78,8.0,81.8,19.56,481.3,-88.98,0.0,-0.52,0.33,-0.89,20.17
28.6,8.5,80.4,19.31,499.92,-86.84,0.055,0.41,0.59,-1.3,20.52
28.82,8.08,81.6,19.36,508.89,-83.88,0.008,0.56,0.72,0.04,20.11
29.07,8.25,80.4,19.69,489.5,-85.14,0.0,0.11,0.31,-0.45,19.96
28.77,8.31,81.9,20.12,488.67,-85.08,0.022,0.62,-0.26,-0.22,20.88
28.82,7.89,80.8,19.96,521.91,-84.64,0.009,0.52,-0.75,-0.15,20.87
28.77,8.64,80.4,19.51,502.27,-86.54,0.018,-0.54,0.87,-0.01,20.26
29.01,8.0,82.0,19.18,522.16,-87.09,0.011,-1.31,0.54,0.75,20.23
29.1,8.67,82.4,18.96,511.8,-85.05,0.011,-1.48,-0.54,-0.5,20.54
29.12,8.16,82.3,19.57,514.41,-84.71,0.041,0.36,0.68,-0.28,20.46
28.85,8.09,81.8,19.29,523.22,-84.59,0.05,-0.44,0.39,-0.23,20.22
29.09,7.85,80.7,19.66,512.94,-87.46,0.039,-0.14,-0.47,-0.75,19.99
29.22,8.23,81.4,19.75,526.18,-85.57,0.023,0.63,-0.62,-0.1,20.07
29.14,8.83,81.9,19.95,524.23,-86.78,0.03,-0.26,0.91,0.16,20.24
29.16,8.26,82.4,19.34,518.16,-85.6,0.111,-0.21,-0.38,0.48,20.37
29.07,8.2,83.7,19.5,538.17,-86.84,0.01,-0.22,0.51,-1.07,20.94
29.19,7.89,82.9,19.76,535.7,-86.79,0.003,-0.48,0.22,-1.22,20.61
29.34,8.24,81.5,20.03,540.42,-85.59,0.04,-0.29,-1.22,-0.07,20.7
29.26,8.09,81.3,20.08,533.65,-87.32,0.012,0.73,0.13,-0.38,20.6
29.1,7.99,83.1,20.99,565.53,-87.42,0.013,-0.57,-0.0,0.43,20.69
29.22,8.12,83.4,19.38,562.35,-85.29,0.085,0.21,0.76,-0.05,20.78
29.45,7.39,84.3,20.64,567.28,-86.3,0.01,0.46,0.5,0.13,21.35
29.38,7.87,83.1,20.71,558.73,-88.41,0.001,0.7,0.02,-0.72,21.9
29.38,7.5,83.4,20.11,548.73,-85.21,0.003,0.97,0.77,-0.2,22.19
29.33,7.82,85.1,20.36,589.87,-84.78,0.046,-0.13,-0.32,0.42,21.72
29.58,7.55,86.0,21.24,574.13,-86.54,0.052,0.34,0.01,0.17,22.23
29.67,7.52,83.6,20.51,571.73,-87.47,0.018,0.18,0.16,-0.99,21.61
29.65,7.27,84.8,20.62,587.92,-84.58,0.007,0.82,-0.87,-0.16,22.27
29.71,7.95,86.6,20.99,600.04,-84.68,0.042,-0.02,-0.11,1.33,21.82
29.52,7.36,86.7,21.24,592.8,-88.33,0.005,0.89,-0.76,0.56,22.47
29.54,7.32,85.4,21.52,610.54,-87.39,0.004,0.5,-0.29,-0.73,22.1
29.62,7.91,87.3,21.65,613.36,-87.07,0.003,-0.25,-1.22,-0.41,22.26
29.67,7.56,86.7,21.69,596.59,-84.51,0.002,-0.55,-0.95,-0.14,22.67
29.87,6.72,87.4,20.87,605.48,-85.62,0.018,-0.25,0.83,-0.17,23.48
29.88,7.68,86.6,21.65,626.7,-87.42,0.007,-0.18,0.74,0.22,23.32
29.84,7.7,87.6,22.02,594.93,-86.92,0.009,-0.71,-0.05,0.08,22.83
29.63,7.6,86.7,22.16,625.53,-87.05,0.023,0.04,0.13,0.02,22.84
29.64,7.27,87.5,21.81,617.7,-88.01,0.018,-0.06,-0.64,-0.05,23.09
29.9,6.67,87.9,21.84,632.25,-86.05,0.01,-0.87,-1.1,-0.84,23.82
30.02,6.92,88.5,21.95,639.04,-86.11,0.107,-0.92,0.59,0.3,23.8
29.93,6.43,90.6,22.63,643.47,-85.87,0.005,0.28,0.31,0.12,24.13
30.21,6.53,90.9,22.97,646.56,-86.38,0.029,0.22,-0.44,-0.24,23.82
29.88,6.38,88.8,22.81,646.13,-88.3,0.073,-0.31,-0.58,0.04,24.32
29.9,6.45,90.6,22.53,685.04,-87.57,0.001,-0.53,0.1,-1.0,24.45
30.0,6.62,88.8,23.11,685.8,-86.47,0.03,0.47,0.04,-0.07,25.01
30.03,6.36,90.2,22.86,660.49,-85.16,0.057,-0.53,0.41,-0.49,25.3
30.21,6.27,89.6,23.08,692.9,-86.03,0.001,0.44,-0.37,0.47,25.19
30.13,6.26,90.0,23.36,678.03,-88.24,0.038,0.88,-0.46,0.09,25.49
30.03,6.72,92.7,23.36,688.22,-89.36,0.046,0.55,-0.47,-0.64,25.14
30.35,6.84,90.5,23.39,691.17,-86.31,0.002,-0.76,1.33,0.33,25.03
30.06,5.98,90.6,24.48,690.04,-85.57,0.001,-0.5,-0.22,-0.51,25.47
30.18,6.14,90.5,23.43,711.26,-84.93,0.02,-0.29,0.12,0.6,25.59
30.14,5.72,90.9,24.03,707.41,-83.41,0.037,0.05,-1.03,0.55,25.72
30.39,6.12,90.6,24.32,706.06,-84.27,0.015,0.1,-0.34,-0.41,25.96
30.42,5.68,92.2,24.97,702.4,-84.95,0.052,-0.62,-0.24,0.3,26.06
30.65,5.53,92.4,24.8,711.07,-86.6,0.053,0.59,1.1,-0.32,26.11
30.56,6.27,92.7,24.74,708.07,-83.54,0.005,0.37,0.75,-0.02,26.4
30.65,5.19,92.6,24.73,729.02,-87.24,0.002,-0.08,-0.87,0.61,26.93
30.54,4.79,92.4,25.54,721.27,-83.87,0.011,-0.28,0.42,0.81,26.43
30.42,5.68,92.5,25.01,734.83,-82.59,0.006,0.2,-0.29,-0.04,27.47
30.57,5.28,93.3,25.51,755.35,-83.22,0.048,-0.15,-0.17,-1.28,27.52
30.65,5.13,93.4,25.52,757.72,-85.81,0.023,0.04,-0.8,0.33,27.28
30.69,6.07,93.1,25.89,749.38,-87.59,0.032,0.12,-0.08,1.0,26.44
30.57,5.41,93.5,26.41,752.71,-86.14,0.043,-0.5,-0.16,-1.0,26.67
30.71,5.11,95.2,26.25,776.16,-84.84,0.06,1.29,-1.17,-0.3,27.74
30.56,4.85,95.7,26.1,766.25,-85.22,0.026,-0.36,0.38,-0.56,28.11
30.57,5.13,94.1,26.87,761.32,-84.32,0.027,-0.36,0.47,-0.13,28.69
30.58,4.42,93.8,26.97,753.79,-87.29,0.034,-0.66,-0.27,0.85,27.97
30.74,4.73,94.5,26.95,775.33,-83.27,0.029,-0.13,0.33,0.08,28.06
30.61,4.82,95.6,26.78,782.9,-85.27,0.068,0.89,0.58,-0.59,27.92
30.72,4.84,94.8,26.54,771.38,-84.22,0.002,-0.59,-0.56,0.12,28.78
30.89,4.68,95.2,26.1,783.57,-84.82,0.01,0.08,-0.95,-0.67,28.67
30.67,4.46,94.6,27.13,779.86,-82.85,0.001,0.6,0.23,-0.45,28.61
30.75,4.9,94.3,27.45,784.36,-84.7,0.061,-0.82,0.26,-0.29,28.93
30.83,4.08,95.9,26.82,763.89,-86.3,0.02,0.1,0.96,0.09,29.01
30.87,4.45,95.6,27.55,788.99,-82.76,0.053,0.22,-0.09,0.98,29.55
30.79,4.34,96.0,27.36,803.19,-85.86,0.026,0.77,0.27,-0.62,29.1
30.95,4.76,94.2,27.8,789.34,-83.6,0.004,0.07,-0.29,0.19,29.38
30.94,4.28,97.1,27.51,798.18,-81.58,0.002,0.23,-0.52,0.35,29.83
31.01,4.52,95.9,27.57,791.96,-82.22,0.001,-0.96,0.55,0.3,29.49
30.87,4.46,94.3,27.9,804.84,-82.9,0.01,0.44,0.45,0.2,29.4
30.83,3.78,96.6,27.61,800.64,-82.71,0.077,0.98,-0.84,0.25,29.28
30.81,4.28,95.6,28.44,794.82,-84.25,0.042,0.62,0.06,0.14,29.46
30.93,3.76,95.9,28.2,818.81,-81.93,0.011,-0.17,-0.34,0.18,29.71
30.85,4.37,95.6,27.87,815.88,-81.67,0.013,-0.08,0.42,-0.3,30.43
30.83,4.03,95.9,28.14,801.5,-81.95,0.026,-0.0,-0.13,0.46,29.83
30.85,4.59,96.0,28.63,813.32,-82.12,0.063,1.19,-0.02,0.36,30.11
30.82,4.16,94.7,28.39,814.36,-82.21,0.043,0.91,0.5,0.07,29.85
30.92,3.98,96.7,28.81,815.9,-80.67,0.065,-0.46,0.32,-0.03,30.35
30.72,4.56,96.1,28.27,792.86,-82.64,0.0,-0.52,-0.71,-0.64,30.5
30.93,3.94,96.3,28.58,820.04,-83.59,0.113,0.7,0.03,0.25,30.58
30.97,4.47,96.6,28.7,804.29,-80.09,0.008,-0.13,0.07,0.61,31.19
30.81,4.34,96.0,29.56,806.26,-83.28,0.012,0.27,-0.55,0.42,30.53
31.1,4.1,96.1,28.57,835.92,-82.28,0.031,0.21,0.23,-0.25,30.69
30.87,3.82,94.7,29.08,812.1,-80.39,0.051,0.88,0.32,0.15,30.38
30.67,4.6,95.1,29.06,804.6,-80.39,0.013,-0.63,-0.88,0.01,31.5
30.81,4.39,95.8,29.53,785.64,-81.0,0.035,0.26,-0.38,0.76,31.0
30.84,4.03,95.8,29.42,820.66,-78.51,0.078,0.88,0.15,0.54,31.03
30.87,4.35,95.9,28.81,792.22,-79.02,0.023,1.37,0.21,-0.05,31.12
30.78,4.6,96.6,28.62,794.4,-80.5,0.024,0.34,-0.11,-0.11,31.0
30.67,4.36,95.3,28.5,799.74,-81.05,0.037,-0.45,0.55,-0.38,31.15
30.65,4.42,95.6,29.08,815.67,-79.68,0.004,-0.06,0.04,0.55,30.62
30.68,4.69,95.2,29.35,807.55,-79.66,0.037,-0.2,-0.07,-0.11,31.6
30.68,4.88,94.9,29.4,796.4,-78.03,0.005,0.68,0.39,0.31,30.06
30.59,4.41,94.8,28.9,799.08,-79.98,0.097,0.34,1.17,0.19,30.55
30.62,4.09,94.2,28.99,787.86,-78.01,0.006,0.48,0.12,0.12,31.33
30.77,4.14,94.6,29.46,792.99,-81.42,0.018,0.08,0.03,-0.28,30.54
30.86,4.36,94.4,28.67,789.92,-78.77,0.047,0.21,-0.39,-0.12,30.84
30.73,4.34,94.3,28.04,796.33,-80.23,0.011,-0.06,-0.15,0.32,30.35
30.78,4.16,92.8,29.28,793.63,-79.03,0.022,-0.07,-0.91,-0.39,30.68
30.71,5.27,94.0,28.43,786.08,-79.25,0.002,-0.94,-0.02,-0.26,30.31
30.67,4.92,93.2,28.7,774.57,-80.47,0.04,0.06,-0.32,-0.37,30.87
30.51,4.66,93.7,28.91,782.54,-79.78,0.003,0.5,-0.19,-0.01,30.46
30.54,4.86,92.7,28.54,771.01,-79.26,0.039,0.4,0.39,-0.16,29.58
30.45,4.39,93.4,29.03,757.8,-75.83,0.004,0.13,0.14,-0.44,29.89
30.44,5.34,92.9,29.52,761.15,-79.13,0.004,0.0,0.72,0.33,29.75
30.45,4.47,92.5,28.24,762.49,-81.06,0.039,-0.34,0.77,-0.3,30.63
30.5,5.27,93.0,28.5,767.09,-79.22,0.012,-0.16,-0.12,0.03,29.49
30.43,4.63,92.9,28.39,752.39,-80.65,0.01,0.69,0.43,-0.58,29.79
30.33,5.12,92.3,28.42,738.27,-79.46,0.01,0.37,0.19,-0.82,30.66
30.33,5.68,92.6,28.02,746.96,-81.45,0.027,-0.01,0.37,-0.35,30.22
30.35,4.89,91.6,27.92,743.47,-78.63,0.021,0.59,0.14,-0.97,29.28
30.34,5.4,92.0,27.84,740.04,-77.03,0.002,0.91,-0.28,0.7,29.17
30.05,5.71,91.5,27.81,743.15,-78.12,0.032,0.4,0.16,0.7,29.02
30.07,5.73,90.5,27.72,739.82,-77.94,0.042,0.38,-0.31,-0.04,29.39
30.3,5.68,90.4,26.9,719.29,-73.48,0.005,-0.43,0.99,0.46,28.99
30.13,5.88,91.7,27.7,714.59,-78.13,0.008,0.45,0.49,-0.97,29.17
30.05,5.62,91.8,27.46,705.81,-76.81,0.047,0.01,1.78,0.01,29.08
30.04,6.46,90.9,27.2,718.59,-76.9,0.019,-0.06,-0.09,0.78,28.85
30.0,5.47,89.6,27.38,721.42,-76.6,0.012,0.57,0.57,0.36,28.76
30.07,6.38,91.0,27.23,699.06,-77.81,0.012,-0.13,1.14,0.0,28.61
29.83,6.16,90.1,26.97,695.02,-75.68,0.104,-0.56,0.16,-0.37,28.13
29.93,6.37,89.6,26.99,707.28,-74.97,0.016,0.69,0.04,0.33,27.73
29.93,6.5,90.6,26.66,692.8,-76.59,0.039,0.14,-0.2,1.2,28.19
29.91,6.5,88.2,26.33,687.2,-74.87,0.008,-0.42,-0.5,-0.11,27.71
29.85,6.16,89.2,27.29,666.0,-75.75,0.019,0.03,0.55,0.55,28.27
29.86,6.4,87.7,26.3,679.73,-76.25,0.078,0.23,0.32,-0.97,27.23
29.69,6.12,87.6,26.43,658.67,-78.0,0.002,-0.51,0.65,0.15,27.44
29.61,6.54,89.9,27.11,651.61,-76.58,0.003,-0.13,0.69,-0.34,27.5
29.98,6.8,88.0,25.92,654.47,-74.85,0.033,-0.02,-0.87,1.22,27.79
29.62,6.96,88.8,26.09,647.06,-76.88,0.002,-1.19,0.11,-0.5,26.97
29.6,6.97,87.5,26.6,645.67,-76.13,0.018,1.04,0.13,0.32,27.04
29.67,6.39,87.2,25.07,628.45,-77.83,0.018,0.99,0.31,0.83,27.06
29.75,6.82,86.1,25.97,647.43,-75.62,0.008,0.09,-0.57,-0.4,26.96
29.45,6.86,87.1,25.43,644.12,-75.45,0.026,0.15,0.28,0.41,26.64
29.37,6.73,86.1,25.03,608.38,-72.6,0.029,0.17,-0.18,1.15,27.06
29.3,6.94,85.9,25.07,632.67,-75.74,0.003,-0.55,-0.35,0.42,26.01
29.61,7.26,85.4,24.78,609.84,-75.61,0.032,0.32,-0.36,0.55,26.7
29.26,7.74,85.3,25.31,621.61,-76.28,0.06,-0.47,-0.63,0.43,26.12
29.35,7.09,85.2,24.6,607.48,-76.16,0.015,-1.12,0.38,-0.12,25.78
29.21,7.1,85.0,24.7,603.62,-76.47,0.0,-0.04,-1.5,0.46,25.65
29.12,7.32,84.6,24.12,596.7,-73.97,0.021,-0.1,0.36,1.07,25.73
29.23,7.66,83.2,24.26,605.94,-76.78,0.001,1.0,0.01,-0.39,24.91
29.12,7.98,84.7,23.87,576.74,-74.28,0.071,-0.39,-0.19,-0.26,25.09
29.12,7.64,83.9,23.36,590.6,-76.13,0.018,-0.13,0.52,-0.4,24.77
29.42,7.28,81.1,24.16,590.98,-77.26,0.001,-0.21,-0.42,-0.47,25.35
29.2,7.39,82.3,23.68,582.65,-76.85,0.019,-0.35,-0.39,0.05,24.29
29.23,7.86,83.0,23.68,594.32,-77.06,0.026,-0.52,-0.64,0.6,25.19
29.19,8.15,84.2,23.0,561.45,-76.84,0.071,-0.41,-0.79,-0.95,24.05
29.06,8.44,83.5,23.53,572.06,-77.87,0.008,0.15,-0.02,-0.19,23.51
28.99,7.58,82.2,23.13,557.26,-77.2,0.026,-0.5,1.2,0.19,23.56
29.05,8.01,82.4,22.87,566.58,-79.83,0.023,1.37,-0.3,1.26,23.42
29.01,7.69,83.3,23.04,550.19,-75.98,0.003,-0.09,0.19,0.66,24.27
28.9,7.76,81.7,22.42,542.51,-77.01,0.098,1.45,-0.85,0.09,22.92
28.96,7.77,81.2,22.85,555.67,-76.54,0.011,-0.36,0.02,0.47,23.43
28.84,7.99,82.6,22.02,534.02,-77.48,0.039,-1.06,0.13,0.2,23.74
28.89,7.85,82.6,22.13,521.25,-74.25,0.046,0.31,0.44,-0.65,24.12
28.85,8.88,81.1,21.66,526.76,-79.16,0.035,-0.38,-0.73,-0.36,22.83
28.72,8.01,81.8,21.45,534.78,-74.98,0.004,-0.51,0.59,-1.02,22.78
28.57,8.46,81.3,21.56,539.3,-78.79,0.014,-1.0,-0.75,0.32,22.13
28.72,7.98,80.7,21.54,523.4,-77.6,0.053,-0.19,1.43,-0.48,22.31
29.03,8.86,82.0,21.66,532.5,-76.0,0.052,0.78,-0.05,-0.29,23.2
28.76,8.3,80.4,21.12,502.9,-73.69,0.008,0.11,1.24,-0.5,22.55
28.88,8.45,81.4,21.43,509.35,-75.51,0.023,-0.07,0.93,-0.01,22.56
28.52,8.02,80.8,21.0,508.33,-80.62,0.052,-0.18,-0.42,0.07,22.21
28.64,8.49,80.5,20.82,507.64,-76.29,0.028,0.87,-0.77,-0.03,22.27
28.59,8.29,80.1,21.1,507.33,-78.1,0.007,-0.13,0.08,0.67,22.5
28.72,8.07,79.6,20.59,511.25,-73.37,0.048,-0.56,-0.52,-0.26,21.43
29.02,7.85,80.1,21.31,497.88,-76.58,0.053,-0.15,0.89,0.42,21.8
28.78,8.09,79.9,20.72,501.86,-75.7,0.075,0.08,1.02,1.41,21.13
28.92,8.05,80.3,20.0,498.3,-78.52,0.054,-0.31,0.02,0.36,20.49
28.68,8.39,79.2,20.34,487.93,-78.7,0.03,-1.33,0.28,0.16,21.32
28.87,8.04,80.0,20.07,494.64,-77.46,0.019,-0.18,0.02,-0.4,21.17
28.95,7.51,80.4,19.63,493.08,-78.61,0.186,0.39,-1.13,-0.02,21.0
28.69,8.25,79.5,20.49,491.75,-77.09,0.12,-0.32,1.06,0.75,20.7
28.64,8.42,80.6,20.43,492.77,-78.35,0.02,-0.31,-0.7,0.14,20.93
28.54,7.5,80.7,19.72,492.41,-77.82,0.043,0.52,-0.35,0.19,20.97
28.66,8.5,79.0,20.15,486.69,-76.43,0.012,0.45,0.75,-0.2,21.52
28.71,8.34,79.4,20.15,503.25,-77.94,0.006,-0.19,-0.99,0.49,20.89
28.95,7.7,78.9,19.77,478.5,-78.5,0.072,-0.28,-0.03,-0.73,20.85
28.55,7.51,80.4,20.05,482.82,-79.27,0.001,-0.92,-0.4,0.07,20.26
28.72,8.11,80.2,19.77,517.81,-79.1,0.041,0.12,0.24,-0.53,20.13
28.5,7.34,78.8,20.02,479.78,-77.37,0.056,-0.21,-0.1,0.24,20.08
28.68,7.5,79.6,19.17,476.93,-78.75,0.038,1.1,0.72,-0.84,20.31
28.77,7.26,80.4,19.59,498.27,-80.1,0.064,0.38,0.65,0.62,20.42
28.81,7.6,80.3,19.58,470.77,-79.38,0.01,0.69,0.78,-0.17,20.45
28.83,7.99,81.3,19.07,489.96,-77.66,0.046,-0.56,0.61,-0.23,20.02
28.82,7.6,79.4,19.08,514.71,-79.5,0.038,0.23,0.55,-0.55,19.43
28.85,7.74,80.4,18.88,478.88,-83.0,0.127,0.03,-0.79,-0.05,20.14
28.8,7.26,79.7,19.43,475.75,-77.92,0.073,-0.32,1.35,-0.29,20.68
28.68,7.34,80.7,19.25,481.97,-79.77,0.002,-0.24,-0.44,0.23,20.15
28.6,6.88,80.6,18.95,507.49,-78.34,0.004,-1.21,0.87,0.58,20.27
28.77,7.15,81.0,19.83,511.44,-80.27,0.203,0.72,-0.13,0.41,19.67
28.84,6.89,80.6,19.54,496.91,-79.07,0.029,-1.01,0.6,-1.22,20.37
29.03,7.0,81.7,19.16,510.85,-79.06,0.003,0.06,-0.22,0.25,20.5
28.88,6.91,80.6,19.5,520.05,-81.16,0.012,0.38,0.28,0.19,20.13
28.89,6.81,80.5,19.36,526.29,-82.19,0.014,0.75,-0.21,-0.87,20.77
28.98,7.47,81.7,18.92,508.37,-82.04,0.002,0.99,-1.44,0.4,20.9
28.92,7.29,83.1,19.59,490.36,-80.15,0.029,0.39,-0.11,0.55,21.3
29.08,7.12,80.6,20.1,507.85,-80.82,0.088,0.2,1.06,-0.74,20.13
29.24,7.16,81.0,20.06,514.61,-80.76,0.036,0.94,-0.36,-0.73,20.66
29.29,6.97,82.3,19.64,519.23,-80.23,0.059,-0.25,0.46,0.38,20.13
29.06,6.46,83.2,19.5,523.02,-81.49,0.077,-0.38,-0.74,0.39,20.9
29.12,6.36,82.7,19.9,539.28,-81.82,0.119,0.03,-0.11,0.19,20.91
29.29,6.39,82.1,19.85,544.15,-82.52,0.05,-0.49,0.01,0.55,20.02
29.11,6.18,83.2,19.76,533.12,-80.86,0.022,-0.46,-0.19,-0.46,20.97
29.24,5.86,83.4,20.53,549.37,-79.01,0.002,0.27,-0.34,-0.79,20.85
29.05,6.18,82.7,19.8,545.62,-82.45,0.002,-0.04,-0.67,0.22,20.54
29.18,5.55,84.1,20.35,546.45,-81.16,0.043,-0.36,0.53,0.84,20.98
29.38,5.98,83.6,20.14,558.73,-79.99,0.009,0.05,-0.01,-0.46,22.01
29.19,5.57,82.4,20.22,554.36,-83.12,0.016,0.23,-1.14,-0.87,21.51
29.29,5.77,84.0,19.68,578.27,-79.62,0.049,-0.32,-1.26,0.02,21.05
29.15,5.78,83.8,20.73,547.46,-83.78,0.029,0.33,0.58,0.49,21.35
29.61,5.54,85.5,20.73,560.93,-81.69,0.048,-0.07,0.05,0.11,20.81
29.55,5.08,83.7,20.59,569.14,-84.32,0.024,0.45,-0.39,0.47,21.26
29.46,5.15,84.6,20.99,579.2,-82.0,0.007,0.13,0.83,0.24,22.48
29.53,5.57,85.4,20.88,591.95,-83.91,0.046,-1.13,-0.24,0.02,22.29
29.55,5.2,87.4,20.38,583.57,-86.52,0.037,0.36,0.09,-0.06,22.23
29.7,5.47,87.2,20.61,574.2,-81.1,0.021,0.37,0.64,-0.4,22.33
29.5,5.23,85.9,21.04,601.52,-83.01,0.024,-0.69,0.58,0.15,22.86
29.69,5.11,86.4,20.58,605.37,-84.26,0.002,-0.25,0.45,-0.23,22.56
29.76,5.21,86.9,21.68,583.18,-83.93,0.037,-0.27,-0.17,-0.88,22.45
